6.000000000000000000e+00
9.000000000000000000e+00
1.500000000000000000e+01
1.900000000000000000e+01
2.100000000000000000e+01
2.200000000000000000e+01
2.400000000000000000e+01
3.400000000000000000e+01
3.600000000000000000e+01
4.400000000000000000e+01
4.700000000000000000e+01
4.900000000000000000e+01
5.300000000000000000e+01
5.900000000000000000e+01
6.100000000000000000e+01
6.400000000000000000e+01
6.600000000000000000e+01
7.400000000000000000e+01
8.000000000000000000e+01
9.200000000000000000e+01
